filename,description
video632.wav,a man is speaking while music is playing in the background
video6320.wav,a man is giving a speech with his voice
video6322.wav,a woman is speaking and a child is talking in the background
video6323.wav,a man is speaking and then a gun is fired
video6324.wav,a man is speaking and a woman is talking to another person
video6325.wav,a man is speaking while a skateboard is rolling in the background
video6326.wav,people are talking while cars are driving by in the background
video6327.wav,a man is speaking while he is breathing in the background
video6328.wav,music is playing and a song is being played
video6329.wav,a man is speaking while waves are crashing in the background
video633.wav,a woman is speaking and a child is crying
video6330.wav,a man is giving a speech and then a woman is speaking
video6331.wav,a child is screaming while music plays in the background
video6332.wav,a woman is singing a song while a man sings in the background
video6334.wav,a child is speaking while a dog is barking in the background
video6335.wav,a group of people are laughing and talking in the background
video6336.wav,a woman is speaking while water is running in the background
video6338.wav,a woman is speaking and a child is talking in the background
video6339.wav,a person is playing a song with a guitar
video634.wav,a man is giving a speech with his voice
video6340.wav,a man is speaking while a woman is talking in the background
video6341.wav,a woman is speaking while a baby is crying in the background
video6342.wav,a man is speaking and then he is talking
video6343.wav,a video game sound is being played repeatedly
video6344.wav,a man is speaking while another person is talking in the background
video6345.wav,a man is speaking and then he is talking
video6347.wav,a woman is speaking while food is sizzling in the frying pan
video6349.wav,a man is giving a speech with his voice
video635.wav,a group of people are singing together in a large room
video6350.wav,a woman is speaking while music is playing in the background
video6351.wav,a woman is speaking and typing on a computer keyboard
video6352.wav,a man is singing while music is playing in the background
video6353.wav,a saw is cutting through a piece of wood
video6355.wav,a woman is giving a speech over a loud speaker
video6356.wav,a person is singing a song with some music in the background
video6359.wav,a woman is giving a speech while he is speaking
video636.wav,a man is speaking while birds are chirping in the background
video6360.wav,a man is speaking while dishes are being washed in the background
video6361.wav,a man is speaking while cars are passing by in the background
video6362.wav,a woman is speaking while birds are chirping in the background
video6363.wav,a man is speaking and typing on a keyboard
video6364.wav,a woman is giving a speech while a man is speaking
video6365.wav,a woman is giving a speech while others are talking in the background
video6366.wav,music is playing and a person is singing a song
video6367.wav,a man is speaking while a video game is being played in the background
video6369.wav,a piece of music is being played in a song
video637.wav,a woman is speaking over a radio in the background
video6370.wav,a woman is giving a speech over a tannoy system
video6371.wav,a man is giving a speech with his voice
video6372.wav,music is playing and a person is singing in the background
video6374.wav,a person is playing a song with a drum beat
video6375.wav,a man is speaking while a sheep is bleating in the background
video6376.wav,music is playing in the background while a person is walking
video6377.wav,a man is speaking and then a lighter is being used
video6378.wav,a man is giving a speech with a crowd of people
video638.wav,music is playing and a woman is singing
video6380.wav,a woman is speaking while music plays in the background
video6382.wav,a person is playing a musical instrument in the background
video6383.wav,a group of people are talking and laughing while music plays in the background
video6384.wav,a man is speaking while a siren is blaring in the background
video6385.wav,a man is speaking and then a gun is fired
video6386.wav,music is being played in the background as a video game is playing
video6387.wav,a woman is speaking and a child is singing in the background
video6388.wav,a man is giving a speech over an intercom
video6389.wav,a group of people are laughing and cheering
video639.wav,a woman is speaking while music is playing in the background
video6390.wav,a man is speaking and then a metal object is placed on a hard surface
video6391.wav,a woman is speaking while dishes are being scraped
video6392.wav,a man is speaking while a gun is fired in the background
video6393.wav,a man is speaking and then a gun is fired
video6394.wav,a person is using a weed eater to clean something
video6395.wav,music is playing and a person is singing in the background
video6396.wav,a woman is speaking while music is playing in the background
video6397.wav,a man is giving a speech with his voice
video6398.wav,a woman is speaking over an intercom in the background
video6399.wav,a crowd of people are shouting and yelling
video640.wav,a synthesizer is playing a song with a nice music
video6400.wav,a woman is speaking while music plays in the background
video6401.wav,a large group of people are singing and music is playing
video6403.wav,people are talking in the background while a bird is chirping in the distance
video6405.wav,a woman is speaking and a child is talking in the background
video6406.wav,a man is speaking while another person is talking in the background
video6407.wav,a woman is speaking over an intercom in the background
video6408.wav,a person is playing a song on a piano
video641.wav,a man is speaking and then a door is opened and closed
video6410.wav,a woman is speaking and then a child laughs
video6411.wav,a woman is giving a speech with his voice
video6412.wav,a musical instrument is playing a song in the background
video6414.wav,a man is speaking while music plays in the background
video6415.wav,a man is giving a speech with his voice
video6416.wav,music is playing and a woman is screaming and shouting
video6417.wav,music is playing and a musical instrument is being played
video6418.wav,a woman is singing a song and then a man sings
video6419.wav,a man is speaking while music plays in the background
video6420.wav,a man is speaking while water is running in the background
video6421.wav,an electric guitar is playing a song with a high pitch
video6422.wav,a man is speaking and then a gun is fired
video6423.wav,a man is giving a speech with his voice
video6424.wav,a woman is speaking while a television is on in the background
video6425.wav,a man is giving a speech while others are talking in the background
video6426.wav,a woman is speaking while music plays in the background
video6427.wav,a man is speaking and then a door is opened and closed
video6428.wav,a woman is speaking and a child is talking in the background
video6429.wav,music is playing and a man is singing
video643.wav,a woman is giving a speech while others are talking in the background
video6431.wav,a man is speaking and then he turns it off
video6432.wav,a man is speaking while music is playing in the background
video6433.wav,children are talking and playing music in the background
video6434.wav,a child is speaking while a baby cries in the background
video6435.wav,a man is giving a speech with his voice
video6436.wav,a woman is singing a song and a child is speaking in the background
video6437.wav,a man is speaking and then he turns a page over
video6438.wav,a group of children are singing and playing music
video6439.wav,a man is giving a speech with his voice
video644.wav,a woman is speaking and writing on a piece of paper
video6440.wav,a man is speaking while music is playing in the background
video6441.wav,a man is speaking while music is playing in the background
video6443.wav,music is playing and a person is singing a song
video6445.wav,a person is singing a song in a large open space
video6448.wav,a man is speaking while a gun is fired in the background
video6449.wav,a man is giving a speech about something
video645.wav,people are talking in the background as the water is flowing
video6450.wav,a woman is speaking while music plays in the background
video6452.wav,a group of people are talking and cheering while a crowd cheers
video6453.wav,music is playing and a woman is singing
video6454.wav,a person is singing a song with some music
video6455.wav,a woman is giving a speech over a tannoy system
video6456.wav,a large group of people are clapping and listening to music
video6457.wav,a man is giving a speech with his words
video6458.wav,a group of people are singing and listening to music
video646.wav,a man is speaking while another person is talking in the background
video6461.wav,music is playing and a woman is singing
video6462.wav,a man is giving a speech with his voice
video6464.wav,music is playing in the background and a piano is being played
video6465.wav,a man is speaking while a motorcycle is revved up and the engine revs up
video6466.wav,a man is speaking while he is breathing in the background
video6467.wav,a man is speaking while music plays in the background
video6468.wav,a man is speaking while a metal object is striking another hard surface
video6469.wav,a man is speaking and a child is talking in the background
video647.wav,music is playing and a man is singing
video6470.wav,a child is speaking and then water is splashing
video6471.wav,a crowd of people are cheering clapping and shouting
video6472.wav,a person is singing a song with a tambourine and a man sings in the background
video6473.wav,a woman is giving a speech over a tannoy system
video6474.wav,a man is speaking and a crowd is cheering
video6475.wav,a woman is giving a speech while others are talking in the background
video6476.wav,a group of people are shouting and cheering while a crowd cheers
video6477.wav,a woman is giving a speech with his voice
video6478.wav,a woman is speaking while a television is on
video648.wav,a man is giving a speech with his voice
video6480.wav,a woman is speaking while music plays in the background
video6482.wav,music is playing and a song is being played
video6483.wav,a man is speaking while another person is coughing in the background
video6484.wav,music is playing and a man is singing
video6485.wav,a woman is speaking and then a child laughs
video6486.wav,a woman is speaking while music plays in the background
video6488.wav,music is playing and a man is singing in the background
video6489.wav,a large crowd of people are talking in the background
video649.wav,a man is giving a speech over a loud speaker
video6490.wav,a man is speaking and then a car drives by
video6491.wav,a man is speaking and then a woman is talking
video6492.wav,a cat is meowing and crying while a baby cries in the background
video6493.wav,music is playing and a man is singing
video6495.wav,a woman is giving a speech with a crowd of people
video6496.wav,a man is giving a speech with his voice
video6497.wav,a man is giving a speech with his voice
video6498.wav,a man is speaking and a gun is firing
video6499.wav,a man is speaking and then he is breathing
video65.wav,a person is singing a song with some music in the background
video650.wav,a man is giving a speech with his voice
video6500.wav,a man is giving a speech with his voice
video6501.wav,a man is speaking and then another woman laughs
video6502.wav,an engine is idling and then gets louder as it idles
video6503.wav,a person is singing a song in the background
video6504.wav,a man is speaking and then a musical instrument is playing
video6505.wav,a man is speaking while a fire is crackling in the background
video6506.wav,a man is speaking while food is sizzling in the frying pan
video6507.wav,a man is speaking and then a gun is fired
video6508.wav,a man is speaking while music plays in the background
video6509.wav,a man is speaking and then a door is opened and closed
video651.wav,a woman is giving a speech with his voice
video6510.wav,a group of people are laughing and talking in the background
video6511.wav,a man is speaking while wind is blowing in the background
video6512.wav,a person is playing a xylophone in the background
video6513.wav,a song is being played on a piano and a woman is singing
video6514.wav,a synthesizer is playing a song with a high pitch
video6515.wav,a man is speaking while a hammer is being used
video6517.wav,a man is speaking while a crowd of people are talking in the background
video6518.wav,a group of people are cheering and screaming while music plays in the background
video6519.wav,a child is speaking while birds are chirping in the background
video652.wav,a man is speaking while music is playing in the background
video6520.wav,a group of people are singing and chanting
video6521.wav,a group of people are laughing and talking
video6523.wav,people are talking and walking in a public place with some footsteps in the background
video6524.wav,a person is playing a song with a piano
video6525.wav,a man is speaking while music is playing in the background
video6526.wav,a person is walking on a hard surface at a steady pace
video6527.wav,a woman is giving a speech with his voice
video6528.wav,a man is giving a speech with his voice
video6529.wav,a woman is giving a speech with her voice
video653.wav,a person is playing a song with a guitar and a man singing in the background
video6530.wav,a man is singing a song with a drum beat
video6531.wav,a man is speaking and then another woman laughs
video6533.wav,a man is speaking and then he is talking
video6535.wav,a man is giving a speech while he is speaking
video6536.wav,music is playing and a person is singing in the background
video6537.wav,a man is speaking while music plays in the background
video6539.wav,a woman is speaking and a baby is crying in the background
video654.wav,a man is speaking while a radio is playing
video6540.wav,a musical instrument is playing a song with varying volumes and pitches
video6541.wav,a man is speaking while a video game is being played in the background
video6542.wav,a man is singing a song with a drum beat
video6544.wav,a man is giving a speech with a crowd of people in the background
video6545.wav,a man is speaking while water is running in the background
video6546.wav,a woman is speaking while a phone is ringing
video6547.wav,a man is giving a speech with his voice
video6548.wav,a group of people are shouting and cheering
video6549.wav,water is dripping from a faucet into a metal container
video655.wav,a large group of people chant and whistle while music plays in the background
video6550.wav,a man is speaking while a car is driving in the background
video6552.wav,a man is giving a speech and he is speaking
video6553.wav,a man is speaking while music plays in the background
video6554.wav,a gun is fired and then a car drives by
video6555.wav,a drum beat is being played at a steady pace
video6557.wav,a man is speaking and then a woman is talking
video6559.wav,a man is laughing and talking while another person laughs
video656.wav,a man is speaking while a crowd of people are talking
video6560.wav,a woman is speaking and a dog is barking in the background
video6561.wav,a man is speaking while a dog barks in the background
video6562.wav,a woman is speaking while birds are chirping in the background
video6563.wav,a person is playing a song with a drum beat
video6564.wav,a woman is giving a speech over a tannoy system
video6565.wav,a group of people are talking and laughing
video6566.wav,someone is playing a musical instrument with a high pitched whine
video6567.wav,a man is speaking while a drum is being played
video6568.wav,a man is speaking while a horse is neighing in the background
video6569.wav,a man is speaking and then he turns the speech
video657.wav,a woman is speaking and a child is talking in the background
video6570.wav,a woman is speaking while music is playing in the background
video6571.wav,a man is speaking while music plays in the background
video6572.wav,a man is giving a speech with his words
video6573.wav,a man is speaking while dogs are barking in the background
video6574.wav,a man is singing a song and then another person sings alone
video6575.wav,a person is playing a song on a piano
video6576.wav,a man is giving a speech with his voice
video6577.wav,a woman is singing a song while a person is breathing in the background
video6578.wav,a man is speaking while another woman is talking in the background
video658.wav,a person is playing a song with a drum beat
video6581.wav,a woman is speaking while music is playing in the background
video6582.wav,a man is speaking and then a vacuum cleaner is turned on
video6583.wav,a crowd of people are cheering and chanting while music plays in the background
video6584.wav,a man is singing a song while music plays in the background
video6585.wav,a man is speaking and then another person is laughing
video6586.wav,a person is playing a song with a musical instrument
video6587.wav,a man is speaking while another person is breathing in the background
video6588.wav,a man is speaking while another person is talking in the background
video6589.wav,music is playing and a man is singing
video659.wav,a man is speaking and then a gun is fired
video6590.wav,a man is speaking and then a crowd of people are talking
video6591.wav,a woman is speaking while he is writing on a piece of paper
video6592.wav,a man is speaking while a horse is neighing in the background
video6593.wav,a woman is giving a speech with a crowd of people
video6594.wav,a man is speaking while he is breathing in the background
video6595.wav,a man is speaking with a phone ringing in the background
video6596.wav,a man is speaking and then another person is talking in the background
video6597.wav,a woman is speaking while music plays in the background
video6598.wav,a woman is giving a speech while he is speaking
video6599.wav,a woman is giving a speech over a tannoy system
video66.wav,a woman is singing and a child is speaking in the background
video660.wav,music is being played in a large open space
video6600.wav,a person is singing a song in the background
video6601.wav,a woman is giving a speech over a tannoy system
video6602.wav,a man is speaking while food is sizzling in the background
video6603.wav,a man is giving a speech with a lot of people in the background
video6604.wav,a man is giving a speech with his voice
video6605.wav,a man is giving a speech and he is speaking
video6606.wav,a woman is speaking while music is playing in the background
video6607.wav,a person is walking on a hard surface at a steady pace
video6608.wav,a man is speaking and then a gun is fired
video661.wav,a man is speaking and then a woman is talking
video6611.wav,a woman is speaking and a child is singing
video6612.wav,a man is speaking while a car is driving by and birds are chirping
video6613.wav,a person opens a door and closes it and then shuts it off
video6614.wav,music is playing and a person is singing in the background
video6615.wav,a person is walking on a hard surface while people are talking in the background
video6616.wav,a man is speaking while music is playing in the background
video6617.wav,music is playing and people are talking in the background
video6618.wav,a man is speaking and then a gun is fired
video6619.wav,a man is singing while music is playing in the background
video662.wav,a man is speaking and then typing on a radio
video6620.wav,a person is playing a song with a guitar
video6621.wav,a man is speaking while a car is driving by
video6622.wav,a man is speaking and then a car door is opened and closed
video6623.wav,a woman is speaking and then he turns a page over and over
video6624.wav,a man is speaking and then a car door is opened and closed
video6627.wav,a man is speaking while music is playing in the background
video6628.wav,a person is playing a song with a musical instrument
video6629.wav,a man is speaking while music plays in the background
video663.wav,a motorcycle is revving its engine and then driving away
video6630.wav,a man is singing a song and then another person sings alone
video6631.wav,a child is speaking while music plays in the background
video6632.wav,a group of people are shouting and cheering while music is playing
video6633.wav,a person is playing a musical instrument with drums and other instruments
video6634.wav,a man is speaking and then a door is opened and closed
video6637.wav,a woman is speaking over an intercom while music plays in the background
video6638.wav,a woman is speaking and a child is talking in the background
video6639.wav,a man is speaking over an intercom in an open space
video664.wav,a man is speaking with a phone ringing in the background
video6640.wav,a man is speaking while a radio is in the background
video6641.wav,a woman is speaking while music is playing in the background
video6642.wav,a musical instrument is playing a song with varying volumes and pitches
video6643.wav,a man is giving a speech with his voice
video6644.wav,a woman is singing a song and then a man sings alone
video6646.wav,a man is speaking while a radio is playing in the background
video6647.wav,a man is speaking and typing on a keyboard
video6648.wav,music is playing and a drum beat is being played
video6649.wav,a man is speaking while another person is talking in the background
video665.wav,a crowd of people are shouting and yelling
video6650.wav,a man is giving a speech with a crowd of people
video6651.wav,a person is playing a song with drums and other instruments
video6653.wav,a motorcycle is revved up and the engine is revving
video6654.wav,a man is speaking as a car drives by
video6655.wav,a man is speaking while a radio is playing in the background
video6656.wav,a crowd of people are talking and a man is speaking
video6657.wav,a man is speaking and then typing on a computer keyboard
video6658.wav,a man is speaking while a crowd cheers and music plays in the background
video6659.wav,a man is speaking and a child is shouting in the background
video666.wav,a musical instrument is playing a song in the background
video6661.wav,a woman is speaking while dishes are being fried in the background
video6662.wav,a man is giving a speech with a lot of men
video6663.wav,music is being played in the background as a person is playing a musical instrument
video6664.wav,a man is speaking while dishes are being stacked in the background
video6665.wav,a man is giving a speech with his voice
video6666.wav,a woman is speaking over an intercom in the background
video6667.wav,a large group of people are clapping and cheering while music plays in the background
video6668.wav,a woman is speaking and a baby is crying in the background
video6669.wav,a man is singing a song while a woman sings in the background
video667.wav,music is playing and a musical instrument is being played
video6670.wav,a man is speaking while water is flowing in the background
video6671.wav,a man is speaking while a drum is being played
video6672.wav,a man is speaking while music plays in the background
video6673.wav,a man is giving a speech with his voice
video6674.wav,a man is speaking while music is playing in the background
video6675.wav,a man is speaking and a dog is growling
video6676.wav,a man is speaking while another person is talking in the background
video6677.wav,a man is speaking while music is playing in the background
video6678.wav,a woman is speaking over an intercom to another person
video6679.wav,a man is giving a speech with his voice
video668.wav,music is being played on a piano and a person is playing a song
video6680.wav,the wind is blowing and the rain is hitting the ground
video6681.wav,a person is walking on a hard surface at a steady pace
video6682.wav,a man is speaking while music plays in the background
video6683.wav,a woman is giving a speech over a loud speaker
video6684.wav,a man is speaking while music is playing in the background
video6685.wav,a man is speaking while food is sizzling in the background
video6686.wav,a man is giving a speech over a loud speaker
video6689.wav,music is playing in the background as a person is walking
video669.wav,a man is speaking and then he turns it off
video6690.wav,a woman is speaking while music plays in the background
video6691.wav,a woman is giving a speech while music plays in the background
video6692.wav,a man is giving a speech with his voice
video6693.wav,a man is speaking and laughing while music plays in the background
video6694.wav,a woman is speaking while music is playing in the background
video6695.wav,a man is speaking while a radio is playing
video6696.wav,a woman is speaking while music plays in the background
video6697.wav,a man is speaking while music is playing in the background
video6698.wav,a large group of people chant together in unison
video6699.wav,a woman is singing a song with some music in the background
video67.wav,a woman is speaking and then another man laughs
video670.wav,a race car is racing around the track and tires are squealing
video6700.wav,a man is giving a speech and he is speaking
video6701.wav,a crowd of people are cheering and yelling at a sporting event
video6702.wav,a man is speaking and then a door is opened and closed
video6703.wav,a woman is speaking while music is playing in the background
video6704.wav,a man is speaking while a dog is barking in the background
video6705.wav,music is being played in a beautiful melody
video6706.wav,someone is washing their hands in a bathtub
video6707.wav,a man is speaking and then a car door is opened and closed
video6708.wav,a woman is singing a song and a person sings in the background
video6709.wav,a woman is speaking and then a child is talking
video671.wav,a man is speaking while a basketball is bouncing in the background
video6710.wav,a man is speaking while music plays in the background
video6711.wav,a woman is speaking and then a child is crying
video6712.wav,a crowd of people are talking and yelling over each other
video6713.wav,a man is giving a speech with his voice
video6714.wav,a man is speaking while a gun is fired in the background
video6715.wav,a woman is giving a speech over a tannoy system
video6716.wav,a car accelerates and drives away at a steady pace
video6717.wav,a woman is speaking while water is flowing in the background
video6718.wav,music is playing and a person is singing in the background
video6719.wav,a man is speaking while music is playing in the background
video6720.wav,a man is speaking while he is breathing in the background
video6721.wav,a person is singing a song with some music in the background
video6722.wav,music is playing and a man is speaking
video6723.wav,a man is speaking while music is playing in the background
video6724.wav,a person is playing a musical instrument with drums and other instruments
video6725.wav,a woman is speaking over an intercom to another man
video6726.wav,a car honks its horn while a vehicle drives by and a whistle blows
video6727.wav,a man is speaking and then a door is opened and closed
video6728.wav,a woman is speaking and breathing in the background
video6729.wav,a man is speaking while music plays in the background
video6730.wav,a crowd of people are talking and cheering
video6731.wav,a man is speaking and then a woman is talking
video6732.wav,a man is speaking and then walking away
video6733.wav,a woman is speaking over a tannoy system in the background
video6734.wav,a crowd of people are talking and cheering
video6736.wav,a man is speaking and he is breathing
video6737.wav,a man is speaking while music plays in the background
video6738.wav,music is playing and a man is singing
video6739.wav,a woman is singing a song while a person sings in the background
video674.wav,a woman is giving a speech over a loud speaker
video6740.wav,a group of people are laughing and talking
video6741.wav,a man is giving a speech over a loud speaker
video6743.wav,a group of people are shouting and cheering while a crowd cheers
video6744.wav,a man is giving a speech while he is speaking
video6745.wav,a man is speaking while music is playing in the background
video6746.wav,a woman is giving a speech with her voice
video6747.wav,a man is speaking while music plays in the background
video6748.wav,a group of people are talking while music plays in the background
video6749.wav,a woman is giving a speech while a child is speaking
video675.wav,a woman is speaking and a child is talking in the background
video6750.wav,a woman is giving a speech while a child is speaking in the background
video6751.wav,a man is giving a speech and a crowd is cheering
video6752.wav,a woman is giving a speech while a female voice is speaking
video6753.wav,a synthesizer is playing a song with a high pitch
video6754.wav,a group of people are talking and cheering while a crowd cheers
video6755.wav,an orchestra is playing a song in the background
video6756.wav,a man is speaking and then a bell rings
video6757.wav,a woman is speaking while dishes are being stacked in the background
video6758.wav,a person is playing a song with a drum
video6759.wav,a woman is speaking while music is playing in the background
video676.wav,a man is giving a speech and then a crowd cheers
video6760.wav,a man is speaking and then a woman is giving a speech
video6761.wav,a person is playing a song with a musical instrument
video6762.wav,a musical instrument is playing a happy melody
video6763.wav,a man is giving a speech while others are talking in the background
video6764.wav,a man is speaking as a car drives by
video6765.wav,a crowd of people are talking while music plays in the background
video6766.wav,a person is singing a song in the background
video6767.wav,a woman is speaking while a beeping sound is being made
video6768.wav,a man is giving a speech with his voice
video6769.wav,a man is singing a song with some music in the background
video677.wav,a man is giving a speech with his voice
video6770.wav,a woman is giving a speech over an intercom
video6771.wav,a musical instrument is playing a song in the background
video6772.wav,music is playing in the background and a piano is being played
video6773.wav,a man is speaking while another person is talking in the background
video6774.wav,a man is giving a speech while others are talking in the background
video6775.wav,a woman is speaking over a tannoy system in the background
video6776.wav,a man is speaking while birds are chirping in the background
video6777.wav,a man is speaking while another woman is talking in the background
video6778.wav,music is playing and a gun is being fired
video6779.wav,a person is flipping through the pages of a book
video678.wav,a woman is speaking and a bell is ringing
video6781.wav,music is playing and a woman is speaking
video6782.wav,a man is singing a song while a woman sings in the background
video6783.wav,a man is speaking while cars drive by in the background
video6784.wav,a man is speaking while music plays in the background
video6785.wav,a man is speaking while cars are driving in the background
video6786.wav,a man is giving a speech and he is speaking
video6787.wav,a man is speaking while food is being fried in the background
video6788.wav,a child is speaking and laughing while a person is talking in the background
video6789.wav,a person is playing a song with a musical instrument
video679.wav,a man is speaking while food is sizzling in the background
video6790.wav,a man is speaking and then a gun is fired
video6793.wav,a woman is singing a song with some music in the background
video6794.wav,a person is walking on a hard surface at a steady pace
video6795.wav,a woman is speaking and a child is singing in the background
video6796.wav,a car engine is started and then revved up and drives away
video6797.wav,a man is speaking while music plays in the background
video6798.wav,music is playing and a woman is singing
video6799.wav,a man is singing a song and then another person sings alone
video68.wav,a piece of music is being played in the background
video680.wav,a man is speaking while music plays in the background
video6800.wav,a woman is giving a speech while another man is speaking in the background
video6801.wav,music is playing in the background while a person is walking
video6803.wav,a woman is speaking while others are talking in the background
video6805.wav,a large metal object is striking another hard surface at varying volumes and pitches
video6806.wav,a man is speaking and a radio is playing
video6807.wav,a piece of paper is being moved across a hard surface
video6808.wav,a man is speaking while dishes are being moved around in the background
video681.wav,a man is speaking while music is playing in the background
video6810.wav,a woman is giving a speech with his voice
video6811.wav,a baby is crying and a person is whispering quietly in the background
video6813.wav,a man is speaking while music plays in the background
video6815.wav,a man is speaking and beeping while music plays in the background
video6816.wav,a woman is giving a speech while music plays in the background
video6817.wav,a man is speaking while music plays in the background
video6818.wav,a synthesizer is playing a song with some music in the background
video6819.wav,a man is speaking while music plays in the background
video682.wav,a woman is giving a speech while music plays in the background
video6820.wav,a woman is speaking over a tannoy system in the background
video6821.wav,a woman is speaking while waves are crashing in the background
video6822.wav,a man is speaking while cars are passing by
video6823.wav,music is playing in the background and a bell is ringing
video6824.wav,a woman is speaking while music plays in the background
video6825.wav,a man is speaking and then a loud explosion occurs
video6827.wav,a woman is speaking while birds are chirping in the background
video6828.wav,a woman is singing a song while a person sings in the background
video6829.wav,music is playing in the background while a musical instrument is being played
video683.wav,a man is speaking while a radio is playing in the background
video6831.wav,a wind chime is blowing in the background while a person is playing a xylophone in the music
video6832.wav,a woman is speaking while a car horn is blowing
video6833.wav,music is playing and a man is speaking
video6834.wav,a woman is giving a speech about something
video6835.wav,a man is speaking and then a door is opened and closed
video6836.wav,a person is playing a musical instrument with some music
video6837.wav,a woman is speaking and then a child laughs
video6838.wav,a woman is speaking while music is playing in the background
video6839.wav,a baby cries and a child screams in the background
video684.wav,a woman is speaking and then a door is opened and closed
video6840.wav,a woman is speaking over an intercom in the background
video6841.wav,a group of people are laughing and talking
video6842.wav,a man is giving a speech with his voice
video6843.wav,a woman is speaking over an intercom in the background
video6844.wav,a man is singing while music is playing in the background
video6845.wav,a man is speaking and then he is breathing
video6846.wav,a group of people are singing and listening to music
video6847.wav,a man is giving a speech over a loud speaker
video6848.wav,a man is speaking while a car door is being opened and closed
video6849.wav,a man is giving a speech while he is speaking
video685.wav,music is playing and a person is laughing loudly
video6851.wav,a man is speaking while he is breathing in the background
video6852.wav,a woman is speaking and then a child laughs
video6853.wav,a man is speaking while music plays in the background
video6854.wav,a person is singing a song while a woman sings in the background
video6855.wav,a man is giving a speech with his voice
video6856.wav,a woman is giving a speech over a tannoy system
video6857.wav,a man is speaking and he is breathing
video6858.wav,a man is giving a speech and he is speaking
video6859.wav,a woman is speaking and then a child laughs
video686.wav,a man is speaking while music plays in the background
video6860.wav,a woman is singing a song with some music in the background
video6862.wav,a man is speaking over a loudspeaker while music plays in the background
video6863.wav,a man is speaking while a pig is oinking in the background
video6864.wav,a woman is speaking while music is playing in the background
video6865.wav,a person is walking on a hard surface at a steady pace
video6866.wav,a group of people are talking in the background and a door is opened and closed
video6867.wav,a musical instrument is playing a song in the background
video6868.wav,music is playing and people are talking and laughing
video6869.wav,a man is speaking while music plays in the background
video6870.wav,a man is speaking and then another woman is talking in the background
video6871.wav,a man is speaking and then he is giving a speech
video6872.wav,a man is giving a speech while he is speaking
video6874.wav,a man is giving a speech with his voice
video6875.wav,a person is playing a song with a musical instrument
video6876.wav,a woman is speaking while a bird is chirping in the background
video6877.wav,a machine is running at a constant rate and then a car drives by
video6878.wav,someone is playing a song with a drum beat
video6879.wav,a man is speaking and splashing water
video6881.wav,a man is speaking and then another woman laughs
video6882.wav,a woman is speaking while a phone is ringing in the background
video6883.wav,a person is walking on a hard surface at a steady pace
video6884.wav,water is running in a sink and a person is breathing in the background
video6885.wav,a man is speaking and then a car drives by
video6886.wav,a man is speaking while a radio is playing in the background
video6887.wav,a person is playing a song with a drum beat
video6888.wav,a man is speaking while another person is talking in the background
video6889.wav,a man is speaking and then another person is talking
video689.wav,a man is giving a speech with his voice
video6891.wav,a man is speaking while another person is talking in the background
video6893.wav,a man is speaking while water is running in the background
video6894.wav,a man is speaking while a bell is ringing
video6895.wav,a woman is speaking while music is playing in the background
video6896.wav,a vacuum cleaner is being used to cut through a piece of wood
video6897.wav,a group of people are singing and cheering while music plays in the background
video6898.wav,a man is giving a speech with his voice
video6899.wav,a person is playing a song with a musical instrument
video6900.wav,a woman is speaking while music plays in the background
video6901.wav,a man is speaking while music is playing in the background
video6902.wav,a woman is singing a song while a man is speaking
video6903.wav,a woman is speaking and then a man coughs
video6904.wav,people are talking in the background while a car is driving by
video6905.wav,a man is speaking and he is breathing
video6906.wav,a man is speaking while music plays in the background
video6907.wav,a man is speaking and then another person is talking in the background
video6908.wav,music is playing in the background as a soft wind blows
video6909.wav,music is playing and a musical instrument is being played
video691.wav,a group of people are laughing and talking to each other
video6910.wav,a loud whooshing occurs followed by music and then more explosions
video6911.wav,a woman is speaking over an intercom in the background
video6912.wav,a man is speaking while a radio is playing
video6913.wav,a man is giving a speech with his voice
video6914.wav,a man is speaking and then a woman laughs
video6915.wav,a man is speaking while birds are chirping in the background
video6916.wav,a man is speaking while music plays in the background
video6917.wav,a person is playing a song with a musical instrument
video6918.wav,a woman is speaking and then he says something
video692.wav,a car is driving by and a man is speaking
video6920.wav,a man is giving a speech with his voice
video6921.wav,a woman is speaking while another man is talking in the background
video6922.wav,a man is speaking while a car is revving its engine
video6924.wav,a group of people are talking and laughing with each other
video6925.wav,a woman is speaking and then he turns a page over and over
video6926.wav,a man is speaking while cars drive by in the background
video6927.wav,a woman is speaking while music is playing in the background
video6928.wav,a woman is giving a speech over a tannoy system
video6929.wav,a machine is running at a constant speed and volume
video693.wav,a man is speaking while food is sizzling in the background
video6930.wav,a man is speaking over an intercom in a large hall
video6931.wav,a man is giving a speech while a crowd cheers
video6934.wav,a woman is giving a speech over a tannoy system
video6935.wav,a woman is giving a speech while others are talking in the background
video6936.wav,music is playing and a crowd is clapping and cheering
video6937.wav,a man is speaking and then a phone rings
video6938.wav,a person is playing a drum while a man is singing
video6939.wav,a man is giving a speech with his voice
video694.wav,a man is speaking while cars are passing by in the background
video6940.wav,a man is speaking while music plays in the background
video6941.wav,a man is speaking and then pauses between words
video6942.wav,a piano is playing a song in a beautiful melody
video6943.wav,a person is playing a song with a nice music
video6944.wav,a person is playing a song with a drum beat
video6945.wav,a man is speaking while music plays in the background
video6946.wav,a loud whooshing occurs followed by a man speaking
video6947.wav,a group of people are shouting and cheering while a crowd cheers
video6948.wav,a race car revs its engine and drives away
video6949.wav,a man is speaking while birds are chirping in the background
